"","genre","popularity","danceability","energy","loudness","acousticness","valence","liveness","tempo","duration_ms"
"1772","pop",3,0.459,0.741,-6.43,0.000189,0.344,0.481,189.879,231013
"1773","pop",2,0.526,0.489,-6.869,0.548,0.35,0.132,136.807,224027
"1774","pop",84,0.614,0.379,-10.48,0.607,0.201,0.0986,107.989,258987
"1775","pop",10,0.778,0.615,-6.529,0.0126,0.648,0.108,120.045,193467
"1776","pop",79,0.604,0.787,-3.674,0.0679,0.301,0.127,126.062,245040
"1777","pop",69,0.623,0.493,-7.727,0.0632,0.594,0.104,81.019,223847
"1778","pop",76,0.673,0.902,-2.392,0.0591,0.538,0.0558,100.012,194240
"1779","pop",80,0.566,0.664,-5.303,0.634,0.437,0.116,128.945,241688
"1780","pop",85,0.488,0.343,-8.985,0.556,0.0978,0.21,102.819,206459
"1781","pop",79,0.378,0.388,-9.017,0.472,0.188,0.157,72.293,248987
"1782","pop",88,0.676,0.771,-3.675,0.0237,0.569,0.102,99.048,207133
"1783","pop",90,0.778,0.317,-10.732,0.592,0.327,0.0881,140.048,178627
"1784","pop",77,0.749,0.461,-2.961,0.0516,0.42,0.0738,139.02,204887
"1785","pop",88,0.752,0.488,-7.05,0.297,0.533,0.0936,136.041,201661
"1786","pop",83,0.697,0.683,-2.881,0.0372,0.603,0.137,96.133,186987
"1787","pop",39,0.706,0.783,-3.441,0.315,0.739,0.373,150.045,199373
"1788","pop",86,0.771,0.671,-5.617,0.00929,0.714,0.0637,85.026,171360
"1789","pop",71,0.642,0.772,-6.61,0.0476,0.589,0.0646,153.995,164205
"1790","pop",73,0.573,0.739,-5.74,0.0285,0.451,0.111,97.085,230227
"1791","pop",76,0.754,0.854,-3.449,0.177,0.8,0.0808,75.002,229720
"1792","pop",71,0.587,0.583,-5.284,0.248,0.15,0.124,139.92,219493
"1793","pop",71,0.873,0.495,-5.446,0.199,0.546,0.0805,106.033,202062
"1794","pop",74,0.684,0.619,-7.005,0.0716,0.284,0.122,125.046,217440
"1795","pop",88,0.657,0.768,-4.628,0.108,0.759,0.144,75.025,186223
"1796","pop",64,0.559,0.849,-4.676,0.0854,0.759,0.328,86.978,182827
"1797","pop",16,0.653,0.737,-5.446,0.0181,0.763,0.136,99.033,168200
"1798","pop",83,0.752,0.505,-7.621,0.535,0.419,0.104,91.97,197437
"1799","pop",31,0.685,0.846,-5.399,0.0972,0.822,0.158,125.075,186773
"1800","pop",0,0.493,0.946,-2.169,0.00064899999999999,0.749,0.269,152.089,187467
"1801","pop",49,0.509,0.495,-6.073,0.491,0.684,0.0773,112.893,187627
"1802","pop",0,0.471,0.875,-3.499,0.000652,0.759,0.239,177.98,197507
"1803","pop",81,0.71,0.789,-3.874,0.0161,0.717,0.451,142.929,131064
"1804","pop",50,0.603,0.828,-5.664,0.0616,0.551,0.138,77.5,221453
"1805","pop",74,0.699,0.529,-7.548,0.0317,0.121,0.285,119.987,206167
"1806","pop",72,0.63,0.934,-2.559,0.0186,0.905,0.324,89.992,182960
"1807","pop",15,0.711,0.7,-4.805,0.00498,0.801,0.215,128.001,211920
"1808","pop",79,0.768,0.864,-6.145,0.101,0.891,0.162,110.008,173027
"1809","pop",70,0.658,0.837,-2.063,0.0629,0.936,0.0969,126.015,200187
"1810","pop",74,0.649,0.815,-3.796,0.00125,0.765,0.671,126.03,230747
"1811","pop",0,0.825,0.612,-3.893,0.00677,0.756,0.0993,120.058,187133
"1812","pop",0,0.661,0.724,-6.548,0.00288,0.676,0.0631,104.011,231867
"1813","pop",0,0.644,0.848,-3.676,0.00231,0.586,0.4,130.156,191402
"1814","pop",14,0.571,0.932,-3.68,0.00448,0.864,0.117,150.014,220627
"1815","pop",64,0.712,0.835,-4.676,0.00623,0.741,0.843,153.956,233827
"1816","pop",69,0.758,0.554,-4.567,0.0116,0.783,0.0418,126.986,231840
"1817","pop",76,0.728,0.86,-5.237,0.0401,0.535,0.111,65.043,214240
"1818","pop",51,0.439,0.819,-4.253,0.0134,0.567,0.2,179.885,205977
"1819","pop",0,0.659,0.871,-1.55,0.095,0.765,0.298,128.993,245492
"1820","pop",1,0.882,0.53,-5.771,0.0187,0.256,0.097,99.015,206280
"1821","pop",67,0.558,0.916,-3.145,0.0278,0.85,0.0296,142.984,199720
"1822","pop",59,0.576,0.86,-3.913,0.000875,0.594,0.316,87.461,196093
"1823","pop",56,0.738,0.934,-3.729,0.00176,0.547,0.0473,104.97,201160
"1824","pop",33,0.414,0.806,-2.892,0.00792,0.77,0.0488,96.044,208827
"1825","pop",58,0.577,0.906,-3.673,0.0304,0.692,0.189,152.946,224187
"1826","pop",52,0.545,0.686,-4.081,0.00265,0.486,0.477,127.996,186493
"1827","pop",55,0.699,0.827,-3.469,0.222,0.819,0.35,109.971,152573
"1828","pop",51,0.638,0.884,-4.068,0.00918,0.541,0.139,130.034,189520
"1829","pop",55,0.766,0.576,-5.614,0.00404,0.744,0.0794,122.975,187960
"1830","pop",0,0.732,0.837,-3.329,0.0178,0.883,0.178,124.982,211667
"1831","pop",41,0.588,0.845,-4.129,0.026,0.49,0.307,89.912,206840
"1832","pop",47,0.61,0.789,-5.485,0.00221,0.57,0.122,92.021,201533
"1833","pop",51,0.473,0.933,-4,0.0344,0.255,0.265,122.014,209067
"1834","pop",66,0.518,0.861,-4.002,0.0277,0.457,0.249,141.986,186453
"1835","pop",58,0.676,0.861,-3.645,0.0512,0.681,0.0613,124.031,174120
"1836","pop",55,0.522,0.682,-10.183,0.29,0.529,0.339,111.902,261560
"1837","pop",70,0.64,0.852,-8.119,0.0243,0.793,0.0497,122.902,246520
"1838","pop",62,0.766,0.739,-3.011,0.105,0.751,0.084,110.018,250616
"1839","pop",56,0.771,0.635,-4.574,0.0116,0.742,0.538,124.024,218178
"1840","pop",48,0.602,0.843,-6.076,0.00251,0.25,0.299,116.062,208347
"1841","pop",53,0.866,0.813,-4.063,0.38,0.969,0.0779,121.998,199440
"1842","pop",67,0.717,0.455,-8.303,0.0846,0.389,0.11,127.81,200733
"1843","pop",74,0.666,0.728,-5.808,0.00175,0.51,0.0429,122.996,204878
"1844","pop",52,0.547,0.948,-3.256,0.0302,0.892,0.335,168.98,153995
"1845","pop",60,0.581,0.922,-3.408,0.024,0.596,0.202,118.408,191545
"1846","pop",70,0.534,0.721,-7.307,0.0343,0.225,0.115,128.978,249520
"1847","pop",68,0.632,0.638,-6.731,0.137,0.574,0.125,121.868,202667
"1848","pop",86,0.591,0.585,-6.35,0.143,0.324,0.109,110.94,205473
"1849","pop",2,0.713,0.649,-10.353,0.113,0.32,0.175,101.034,305653
"1850","pop",84,0.897,0.662,-6.903,0.0852,0.389,0.534,112.511,145543
"1851","pop",31,0.68,0.559,-5.545,0.172,0.137,0.318,202.006,194520
"1852","pop",3,0.571,0.833,-6.316,0.196,0.694,0.256,75.802,195736
"1853","pop",1,0.445,0.576,-10.152,0.528,0.239,0.561,143.694,205296
"1854","pop",83,0.861,0.603,-5.788,0.0521,0.504,0.0924,98.043,228760
"1855","pop",1,0.66,0.461,-7.332,0.385,0.14,0.0883,124.018,216948
"1856","pop",4,0.679,0.753,-6.373,0.0377,0.61,0.0785,80.014,207021
"1857","pop",5,0.725,0.542,-7.562,0.0646,0.585,0.136,143.915,190016
"1858","pop",85,0.581,0.662,-5.239,0.0153,0.434,0.111,93.023,189487
"1859","pop",3,0.652,0.887,-4.002,0.0314,0.456,0.105,172.993,227308
"1860","pop",87,0.68,0.578,-5.804,0.331,0.341,0.135,145.038,231267
"1861","pop",0,0.715,0.8,-3.7,0.152,0.397,0.127,84.973,200699
"1862","pop",78,0.906,0.382,-12.89,0.18,0.391,0.113,104.025,129264
"1863","pop",1,0.54,0.877,-4.263,0.271,0.45,0.161,103.073,202633
"1864","pop",81,0.837,0.636,-7.643,0.0395,0.274,0.342,145.972,288624
"1865","pop",5,0.637,0.715,-7.958,0.637,0.319,0.104,188.094,152765
"1866","pop",1,0.519,0.954,-4.381,0.0571,0.18,0.428,119.394,224027
"1867","pop",79,0.747,0.57,-6.711,0.0642,0.65,0.0832,133.992,200890
"1868","pop",83,0.842,0.801,-4.167,0.157,0.617,0.0642,95.881,212500
"1869","pop",0,0.511,0.816,-5.647,0.0178,0.567,0.155,176.386,213395
"1870","pop",81,0.791,0.587,-5.075,0.407,0.536,0.148,96.057,179449
"1871","pop",87,0.834,0.73,-3.714,0.00513,0.446,0.124,155.008,312820
"1872","pop",5,0.809,0.436,-6.26,0.0336,0.259,0.0985,137.934,245239
"1873","pop",85,0.889,0.496,-6.365,0.259,0.544,0.252,86.003,180522
"1874","pop",79,0.767,0.709,-4.47,0.323,0.72,0.0676,171.993,258639
"1875","pop",59,0.504,0.889,-4.533,0.0489,0.367,0.19,165.047,205851
"1876","pop",68,0.435,0.837,-8.126,0.00676,0.778,0.117,124.913,216893
"1877","pop",76,0.459,0.891,-5.057,0.00511,0.588,0.106,154.837,203507
"1878","pop",66,0.504,0.821,-3.356,0.275,0.458,0.0418,155.131,201799
"1879","pop",60,0.552,0.915,-3.713,0.0013,0.606,0.206,90.013,203413
"1880","pop",78,0.485,0.619,-7.115,0.0941,0.416,0.109,138.017,242373
"1881","pop",62,0.562,0.964,-2.991,0.000539,0.41,0.579,138.063,244960
"1882","pop",73,0.706,0.89,-4.444,0.0588,0.684,0.306,128.011,248133
"1883","pop",76,0.742,0.713,-5.522,0.0205,0.879,0.059,120.032,189960
"1884","pop",11,0.601,0.809,-4.814,0.00763,0.249,0.145,167.96,187147
"1885","pop",9,0.784,0.78,-4.275,0.0492,0.722,0.118,124.953,204347
"1886","pop",67,0.552,0.89,-3.409,0.000143,0.716,0.888,146.525,232680
"1887","pop",74,0.496,0.682,-4.095,0.00552,0.474,0.0589,167.06,262333
"1888","pop",77,0.55,0.917,-3.159,0.00428,0.601,0.197,126.115,177827
"1889","pop",79,0.442,0.943,-3.205,0.00293,0.781,0.091,85.064,181533
"1890","pop",79,0.918,0.609,-5.64,0.0928,0.304,0.139,128.008,231400
"1891","pop",71,0.754,0.804,-3.177,0.00332,0.818,0.0329,119.968,203867
"1892","pop",75,0.547,0.82,-6.728,0.261,0.933,0.3,118.208,172867
"1893","pop",71,0.836,0.509,-13.668,0.467,0.949,0.0436,138.713,276493
"1894","pop",59,0.55,0.938,-3.556,0.00171,0.433,0.555,133.99,214493
"1895","pop",69,0.622,0.961,-2.616,0.102,0.687,0.264,149.962,211573
"1896","pop",50,0.491,0.867,-2.313,0.167,0.602,0.458,167.965,189187
"1897","pop",85,0.605,0.822,-4.833,0.00671,0.288,0.147,167.997,187147
"1898","pop",78,0.38,0.988,-2.042,2.64e-05,0.769,0.368,186.113,176346
"1899","pop",79,0.394,0.858,-2.868,0.00359,0.56,0.102,176.044,228360
"1900","pop",73,0.615,0.868,-3.606,0.00131,0.475,0.671,108.017,189387
"1901","pop",84,0.596,0.854,-5.114,0.0169,0.152,0.124,120.274,203418
"1902","pop",62,0.373,0.869,-7.719,0.164,0.696,0.605,184.024,221400
"1903","pop",60,0.407,0.955,-4.164,0.0251,0.508,0.347,177.48,201107
"1904","pop",67,0.357,0.653,-5.554,0.0828,0.522,0.0844,176.647,259800
"1905","pop",66,0.515,0.766,-12.768,0.0249,0.774,0.455,146.911,221000
"1906","pop",27,0.597,0.605,-12.013,0.181,0.886,0.118,97.782,281147
"1907","pop",77,0.564,0.932,-10.068,0.013,0.619,0.349,112.937,146250
"1908","pop",75,0.268,0.742,-4.939,0.0518,0.416,0.626,159.779,321093
"1909","pop",69,0.788,0.798,-4.68,0.189,0.836,0.3,143.051,303053
"1910","pop",59,0.694,0.719,-12.734,0.47,0.972,0.44,126.212,220733
"1911","pop",78,0.663,0.861,-3.398,0.0338,0.654,0.082,119.963,220800
"1912","pop",74,0.483,0.786,-5.735,0.00316,0.793,0.446,126.748,323000
"1913","pop",50,0.558,0.647,-5.851,0.603,0.266,0.0739,124.01,281866
"1914","pop",73,0.746,0.79,-4.7,0.0485,0.891,0.0534,107.231,220867
"1915","pop",66,0.668,0.857,-2.944,0.0191,0.748,0.0385,131.959,215693
"1916","pop",81,0.645,0.713,-5.355,0.00835,0.566,0.113,74.989,214507
"1917","pop",73,0.448,0.784,-3.686,0.106,0.236,0.668,136.245,186813
"1918","pop",68,0.558,0.924,-4.341,0.0271,0.567,0.537,151.99,186827
"1919","pop",64,0.487,0.937,-3.123,0.071,0.445,0.236,164.996,206507
"1920","pop",68,0.642,0.873,-5.821,0.00394,0.662,0.175,82.002,192053
"1921","pop",81,0.672,0.655,-5.021,0.0362,0.556,0.117,134.945,201240
"1922","pop",69,0.509,0.987,-3.198,8.05e-05,0.647,0.119,138.039,197160
"1923","pop",70,0.722,0.758,-4.477,0.0111,0.62,0.308,128.047,201160
"1924","pop",67,0.75,0.727,-4.21,0.0189,0.359,0.266,129.993,262173
"1925","pop",51,0.57,0.657,-6.987,0.405,0.41,0.0723,144.247,218800
"1926","pop",74,0.267,0.953,-4.899,0.00211,0.568,0.283,84.989,267307
"1927","pop",61,0.569,0.957,-9.433,0.116,0.702,0.199,154.071,250942
"1928","pop",64,0.454,0.946,-5.978,0.0223,0.647,0.173,138.18,156147
"1929","pop",75,0.494,0.698,-12.049,0.0397,0.778,0.152,95.842,235800
"1930","pop",61,0.544,0.873,-7.425,0.0415,0.676,0.0925,140.902,337333
"1931","pop",19,0.384,0.846,-5.591,0.151,0.272,0.0913,90.172,275693
"1932","pop",73,0.774,0.75,-4.927,0.0021,0.925,0.0808,118.015,197987
"1933","pop",80,0.64,0.663,-7.516,0.201,0.663,0.152,132.77,140773
"1934","pop",68,0.764,0.887,-3.725,0.0816,0.721,0.847,118.421,358053
"1935","pop",54,0.607,0.795,-5.137,0.0986,0.815,0.059,81.298,232280
"1936","pop",46,0.583,0.955,-3.849,0.00215,0.661,0.142,103.06,276267
"1937","pop",15,0.75,0.462,-7.664,0.00576,0.309,0.307,123.865,231800
"1938","pop",16,0.537,0.959,-3.002,0.0704,0.828,0.382,122.806,222707
"1939","pop",74,0.851,0.551,-5.177,0.151,0.807,0.0827,131.922,219467
"1940","pop",66,0.749,0.484,-9.944,0.13,0.939,0.0501,167.084,187431
"1941","pop",70,0.672,0.738,-7.045,0.0178,0.392,0.0927,107.938,277040
"1942","pop",70,0.457,0.948,-3.364,0.0191,0.878,0.0536,148,208960
"1943","pop",65,0.471,0.924,-3.906,0.00301,0.725,0.313,154.961,177280
"1944","pop",81,0.501,0.889,-5.175,0.000147,0.257,0.217,133.519,292880
"1945","pop",68,0.482,0.833,-5.611,0.000346,0.74,0.365,148.039,212293
"1946","pop",14,0.482,0.601,-12.846,0.00853,0.774,0.249,125.619,252493
"1947","pop",71,0.529,0.932,-7.501,0.00251,0.571,0.136,138.158,201693
"1948","pop",70,0.638,0.867,-6.469,0.144,0.805,0.0846,115.692,243373
"1949","pop",67,0.451,0.962,-3.947,0.0188,0.377,0.277,131.435,323707
"1950","pop",55,0.442,0.922,-5.086,0.0532,0.855,0.0768,162.272,217364
"1951","pop",44,0.255,0.43,-12.564,0.546,0.546,0.188,164.267,197813
"1952","pop",64,0.546,0.837,-5.13,0.00549,0.402,0.387,124.007,221387
"1953","pop",75,0.279,0.742,-6.46,0.000185,0.328,0.593,189.868,231013
"1954","pop",58,0.653,0.826,-5.352,0.0353,0.669,0.193,122.055,212648
"1955","pop",70,0.334,0.472,-8.792,0.6,0.431,0.317,179.167,336093
"1956","pop",53,0.456,0.891,-7.004,0.00266,0.385,0.281,190.024,204400
"1957","pop",69,0.702,0.898,-6.003,0.00854,0.731,0.0917,112.845,169760
"1958","pop",73,0.502,0.924,-6.299,0.0127,0.922,0.162,149.186,219667
"1959","pop",68,0.632,0.727,-11.209,0.0119,0.499,0.0678,124.919,278627
"1960","pop",75,0.563,0.865,-5.277,0.0472,0.601,0.77,156.271,209413
"1961","pop",78,0.377,0.682,-8.039,0.000894,0.288,0.0504,108.736,285133
"1962","pop",77,0.779,0.867,-3.704,0.0491,0.915,0.197,138.858,258040
"1963","pop",81,0.666,0.855,-5.051,0.179,0.803,0.0987,125.639,268427
"1964","pop",70,0.555,0.757,-7.868,0.103,0.582,0.0631,129.607,221840
"1965","pop",16,0.274,0.949,-8.642,0.0214,0.497,0.218,100.346,406307
"1966","pop",83,0.31,0.7,-5.678,0.011,0.763,0.0828,188.386,255493
"1967","pop",24,0.534,0.887,-3.777,0.0768,0.72,0.325,122.494,249293
"1968","pop",35,0.563,0.505,-7.002,0.713,0.448,0.32,138.022,276079
"1969","pop",80,0.647,0.514,-10.05,0.0655,0.387,0.398,79.974,240693
"1970","pop",74,0.798,0.733,-4.811,0.265,0.861,0.114,146.046,211427
"1971","pop",62,0.555,0.423,-6.232,0.799,0.257,0.112,137.044,202147
"1972","pop",47,0.564,0.435,-6.435,0.449,0.316,0.103,80.018,225245
"1973","pop",51,0.64,0.75,-3.977,0.0161,0.223,0.178,123.082,211027
"1974","pop",64,0.704,0.802,-5.382,0.398,0.884,0.0831,90.543,198280
"1975","pop",60,0.562,0.879,-4.733,0.00119,0.602,0.167,107.026,197652
"1976","pop",55,0.529,0.398,-8.238,0.643,0.567,0.0637,99.714,155075
"1977","pop",41,0.837,0.565,-9.294,0.00952,0.73,0.222,113.021,156764
"1978","pop",39,0.638,0.478,-8.854,0.555,0.471,0.135,156.112,172387
"1979","pop",61,0.659,0.712,-5.61,0.0729,0.202,0.367,101.034,215786
"1980","pop",66,0.648,0.727,-3.791,0.229,0.689,0.17,160.024,175067
"1981","pop",61,0.412,0.696,-3.681,0.089,0.376,0.138,87.622,200661
"1982","pop",69,0.827,0.613,-5.34,0.366,0.747,0.093,137.96,177973
"1983","pop",78,0.723,0.504,-5.572,0.388,0.551,0.087,133.975,218893
"1984","pop",26,0.859,0.557,-5.907,0.289,0.56,0.12,121.977,142859
"1985","pop",16,0.802,0.716,-7.614,0.208,0.597,0.106,114.003,178909
"1986","pop",72,0.72,0.658,-7.414,0.0329,0.134,0.123,98.001,171898
"1987","pop",33,0.876,0.578,-6.962,0.00744,0.694,0.0659,119.991,209000
"1988","pop",71,0.701,0.663,-7.227,0.0123,0.334,0.131,100.001,167080
"1989","pop",12,0.58,0.803,-6.112,0.0251,0.831,0.107,171.086,172000
"1990","pop",38,0.411,0.708,-2.953,0.105,0.604,0.353,140.887,213633
"1991","pop",71,0.673,0.61,-4.73,0.00662,0.343,0.0572,122.063,209200
"1992","pop",28,0.804,0.549,-8.448,0.109,0.672,0.101,143.975,155000
"1993","pop",14,0.77,0.544,-8.727,0.204,0.504,0.059,111.97,221396
"1994","pop",52,0.806,0.439,-8.917,0.0625,0.489,0.098,131.056,148238
"1995","pop",66,0.578,0.491,-8.544,0.203,0.64,0.182,98.273,184814
"1996","pop",42,0.606,0.475,-8.717,0.327,0.36,0.133,87.987,213964
"1997","pop",46,0.721,0.551,-5.873,0.131,0.798,0.342,80.004,185016
"1998","pop",59,0.292,0.351,-9.883,0.408,0.0658,0.055,164.252,229320
"1999","pop",45,0.574,0.581,-6.529,0.147,0.368,0.141,111.901,184186
"2000","pop",24,0.594,0.618,-5.265,0.645,0.368,0.112,149.978,202411
"2001","pop",31,0.713,0.71,-6.626,0.0154,0.672,0.109,156.01,181923
"2002","pop",33,0.672,0.68,-4.854,0.138,0.674,0.0729,170.003,201467
"2003","pop",34,0.545,0.743,-7.878,0.00626,0.312,0.137,118.03,241839
"2004","pop",36,0.64,0.609,-7.955,0.633,0.342,0.112,86.087,205576
"2005","pop",33,0.717,0.545,-7.579,0.489,0.398,0.134,95.043,178105
"2006","pop",40,0.871,0.443,-9.471,0.687,0.779,0.0985,127.974,202500
"2007","pop",6,0.782,0.778,-5.356,0.294,0.567,0.269,109.943,187054
"2008","pop",29,0.794,0.827,-5.249,0.0878,0.331,0.109,111.972,164046
"2009","pop",32,0.758,0.509,-8.418,0.277,0.667,0.0829,141.024,166590
"2010","pop",61,0.738,0.677,-4.664,0.54,0.397,0.118,167.995,161734
"2011","pop",51,0.435,0.427,-5.519,0.896,0.154,0.117,84.639,188674
"2012","pop",24,0.561,0.631,-8.898,0.145,0.223,0.117,195.952,193469
"2013","pop",55,0.598,0.721,-5.563,0.7,0.34,0.119,175.981,189605
"2014","pop",58,0.619,0.146,-14.439,0.808,0.288,0.0971,139.533,221587
"2015","pop",31,0.7,0.827,-4.822,0.464,0.546,0.66,113.981,185387
"2016","pop",53,0.648,0.647,-9.842,0.135,0.895,0.8,88.988,210559
"2017","pop",61,0.661,0.772,-5.054,0.125,0.186,0.119,146.002,193977
"2018","pop",23,0.652,0.456,-8.519,0.0994,0.735,0.182,120.021,2e+05
"2019","pop",66,0.778,0.738,-2.164,0.0103,0.626,0.55,162.132,201102
"2020","pop",82,0.731,0.65,-5.286,0.107,0.605,0.124,154.968,177847
"2021","pop",44,0.805,0.429,-7.398,0.222,0.553,0.365,107.009,205371
"2022","pop",62,0.866,0.399,-10.938,0.117,0.713,0.0689,129.047,223256
"2023","pop",44,0.808,0.342,-11.743,0.111,0.486,0.0847,91.987,156522
"2024","pop",45,0.609,0.842,-3.034,0.0645,0.792,0.0828,100.078,213622
"2025","pop",60,0.691,0.453,-10.525,0.437,0.465,0.2,126.049,194088
"2026","pop",57,0.769,0.554,-6.789,0.526,0.764,0.105,104.058,150000
"2027","pop",56,0.51,0.675,-6.717,0.199,0.439,0.35,180.094,159661
"2028","pop",67,0.843,0.797,-4.597,0.202,0.613,0.0822,109.973,172800
"2029","pop",44,0.54,0.559,-6.982,0.0498,0.463,0.12,164.76,2e+05
"2030","pop",64,0.631,0.466,-7.916,0.482,0.321,0.213,135.817,181291
"2031","pop",36,0.84,0.459,-6.558,0.104,0.505,0.108,132.983,166000
"2032","pop",66,0.584,0.643,-6.415,0.288,0.53,0.186,90.036,181844
"2033","pop",52,0.732,0.667,-6.62,0.032,0.521,0.111,114.966,221783
"2034","pop",42,0.782,0.478,-6.659,0.375,0.536,0.0399,95.073,167509
"2035","pop",34,0.737,0.369,-6.888,0.494,0.494,0.244,129.988,246741
"2036","pop",74,0.699,0.663,-5.697,0.568,0.379,0.13,94.042,161627
"2037","pop",38,0.699,0.672,-7.428,0.237,0.257,0.25,120.001,174067
"2038","pop",40,0.674,0.519,-7.363,0.4,0.29,0.11,103.899,148880
"2039","pop",63,0.714,0.634,-7.03,0.289,0.356,0.0785,95.093,157533
"2040","pop",47,0.715,0.52,-8.321,0.207,0.306,0.209,104.066,188221
"2041","pop",38,0.832,0.493,-5.924,0.056,0.831,0.349,114.034,222535
"2042","pop",51,0.76,0.716,-4.368,0.0146,0.58,0.109,111.004,179057
"2043","pop",61,0.548,0.715,-6.798,0.143,0.393,0.218,159.924,176975
"2044","pop",63,0.55,0.808,-4.44,0.213,0.497,0.155,137.935,178000
"2045","pop",38,0.555,0.834,-5.895,0.0898,0.475,0.094,169.955,172235
"2046","pop",61,0.626,0.825,-2.673,0.0239,0.447,0.415,93.004,185806
"2047","pop",85,0.746,0.45,-8.543,0.0407,0.336,0.172,95.998,232853
"2048","pop",73,0.708,0.496,-8.175,0.0816,0.412,0.102,128.914,217693
"2049","pop",29,0.652,0.544,-9.811,0.0633,0.252,0.223,129.932,266400
"2050","pop",27,0.879,0.414,-5.514,0.0483,0.721,0.0808,139.992,161318
"2051","pop",46,0.636,0.642,-8.494,0.00488,0.609,0.0928,125.006,248314
"2052","pop",29,0.535,0.562,-8.159,0.307,0.35,0.111,90.076,178833
"2053","pop",24,0.909,0.472,-8.298,0.332,0.545,0.153,111.009,177838
"2054","pop",51,0.763,0.533,-7.148,0.142,0.591,0.112,138.033,195112
"2055","pop",19,0.757,0.673,-6.733,0.0736,0.482,0.111,107.178,169068
"2056","pop",38,0.673,0.722,-5.324,0.152,0.808,0.0902,123.952,201504
"2057","pop",48,0.679,0.485,-7.926,0.0164,0.709,0.213,92.007,164348
"2058","pop",32,0.597,0.319,-11.114,0.725,0.43,0.155,80.014,159000
"2059","pop",36,0.519,0.578,-8.776,0.49,0.683,0.144,115.032,187256
"2060","pop",30,0.574,0.664,-6.229,0.169,0.543,0.211,74.946,195200
"2061","pop",37,0.766,0.522,-8.397,0.379,0.526,0.107,89.98,186667
"2062","pop",30,0.766,0.564,-7.062,0.195,0.929,0.0991,97.968,182449
"2063","pop",72,0.336,0.602,-6.354,0.0635,0.299,0.141,161.01,234520
"2064","pop",63,0.605,0.902,-5.406,0.0185,0.875,0.0534,132.612,202587
"2065","pop",65,0.587,0.696,-3.836,0.000728,0.701,0.184,137.087,153347
"2066","pop",78,0.696,0.921,-3.755,0.00314,0.714,0.0842,119.001,294573
"2067","pop",76,0.622,0.469,-6.798,0.00454,0.679,0.0335,77.019,219720
"2068","pop",76,0.751,0.834,-5.444,0.3,0.894,0.355,95.053,211160
"2069","pop",72,0.56,0.959,-2.433,0.000738,0.67,0.209,163.983,216600
"2070","pop",62,0.696,0.893,-2.963,0.0662,0.573,0.473,97.954,214013
"2071","pop",78,0.674,0.428,-9.504,0.121,0.337,0.132,84.878,190185
"2072","pop",67,0.537,0.866,-3.08,0.000308,0.416,0.382,126.003,215160
"2073","pop",69,0.717,0.73,-4.729,0.383,0.792,0.398,102.002,251173
"2074","pop",76,0.56,0.825,-3.862,0.323,0.268,0.161,94.931,237493
"2075","pop",79,0.564,0.714,-4.987,0.0549,0.33,0.155,175.924,204013
"2076","pop",70,0.527,0.834,-5.531,0.00107,0.422,0.0993,110.065,198333
"2077","pop",59,0.571,0.89,-1.6,0.00509,0.751,0.0769,110.958,234147
"2078","pop",71,0.517,0.906,-3.677,0.00272,0.731,0.113,172.977,211520
"2079","pop",59,0.467,0.919,-2.255,0.0149,0.706,0.0193,169.987,196467
"2080","pop",75,0.759,0.699,-5.745,0.202,0.907,0.443,92.96,211067
"2081","pop",76,0.851,0.806,-4.62,0.118,0.787,0.121,118.999,237200
"2082","pop",62,0.722,0.821,-3.856,0.073,0.721,0.631,127.944,210293
"2083","pop",59,0.467,0.694,-4.984,0.106,0.308,0.247,88.902,214075
"2084","pop",60,0.547,0.723,-4.804,0.312,0.377,0.112,102.003,156187
"2085","pop",56,0.531,0.827,-3.7,0.0957,0.801,0.074,183.977,176600
"2086","pop",55,0.706,0.915,-3.169,0.00742,0.872,0.0343,114.992,224667
"2087","pop",61,0.268,0.716,-4.151,0.0421,0.393,0.108,160.008,237000
"2088","pop",80,0.778,0.547,-7.273,0.346,0.441,0.132,95.002,242733
"2089","pop",61,0.667,0.659,-4.932,0.113,0.575,0.325,89.128,203440
"2090","pop",62,0.57,0.747,-3.978,0.445,0.808,0.219,164.004,237747
"2091","pop",78,0.726,0.787,-2.494,0.009,0.888,0.0596,124.989,199987
"2092","pop",78,0.513,0.661,-6.8,0.0274,0.461,0.118,180.118,228347
"2093","pop",77,0.762,0.661,-6.075,0.15,0.769,0.256,130.009,225373
"2094","pop",82,0.673,0.886,-4.44,0.185,0.795,0.0826,97.012,216773
"2095","pop",77,0.646,0.795,-3.293,0.0319,0.796,0.267,89.99,210960
"2096","pop",71,0.686,0.457,-8.322,0.595,0.718,0.105,150.953,242187
"2097","pop",80,0.651,0.663,-5.569,0.228,0.465,0.0994,102,259453
"2098","pop",73,0.509,0.671,-5.709,0.304,0.55,0.0452,118.413,227480
"2099","pop",73,0.738,0.804,-3.851,0.332,0.949,0.279,174.943,190213
"2100","pop",77,0.751,0.783,-3.724,0.00379,0.816,0.036,119.975,202613
"2101","pop",61,0.752,0.836,-3.173,0.0843,0.519,0.424,120.003,172053
"2102","pop",71,0.688,0.477,-6.681,0.594,0.257,0.115,127.866,196227
"2103","pop",48,0.749,0.779,-5.389,0.0155,0.739,0.126,118.936,179680
"2104","pop",49,0.61,0.789,-5.485,0.00221,0.57,0.122,92.021,201533
